Fiscal Year,Fiscal Quarter,Fiscal Period,FSLine Statement L1,FSLine Statement L2,Product,Country,Currency,Amount in Local Currency,Amount in USD,Version
2023,Q4,2023-10,Net Revenue,Returns and Refunds,Product B,United States,USD,-22021.37,-22021.37,Actuals
2023,Q4,2023-10,Net Revenue,Revenue Adjustment,Product B,United States,USD,-238.92,-238.92,Actuals
2023,Q4,2023-10,OPEX,General & Administrative,Product B,United States,USD,22967.13,22967.13,Actuals
2023,Q4,2023-10,OPEX,Headcount Expenses,Product B,United States,USD,104253.72,104253.72,Actuals
2023,Q4,2023-10,OPEX,IT Expenses,Product B,United States,USD,42949.99,42949.99,Actuals
2023,Q4,2023-10,OPEX,Marketing Expenses,Product B,United States,USD,47731.2,47731.2,Actuals
2023,Q4,2023-10,OPEX,R&D Expenses,Product B,United States,USD,74524.7,74524.7,Actuals
2023,Q4,2023-10,OPEX,Sales Expenses,Product B,United States,USD,57183.5,57183.5,Actuals
2023,Q4,2023-10,Other Income/Expenses,Foreign Exchange Gain/Loss,Product B,United States,USD,-3361.57,-3361.57,Actuals
2023,Q4,2023-10,Other Income/Expenses,Interest Expense,Product B,United States,USD,4557.52,4557.52,Actuals
2023,Q4,2023-10,Other Income/Expenses,Interest Income,Product B,United States,USD,3434.61,3434.61,Actuals
2023,Q4,2023-10,Cost of Goods Sold,Direct Labor,Product C,United States,USD,46675.54,46675.54,Actuals
2023,Q4,2023-10,Cost of Goods Sold,Direct Materials,Product C,United States,USD,107783.33,107783.33,Actuals
2023,Q4,2023-10,Cost of Goods Sold,Manufacturing Overhead,Product C,United States,USD,33048.13,33048.13,Actuals
2023,Q4,2023-10,Net Revenue,Gross Revenue,Product C,United States,USD,431810.83,431810.83,Actuals
2023,Q4,2023-10,Net Revenue,Returns and Refunds,Product C,United States,USD,-22419.48,-22419.48,Actuals
2023,Q4,2023-10,Net Revenue,Revenue Adjustment,Product C,United States,USD,-2117.94,-2117.94,Actuals
2023,Q4,2023-10,OPEX,General & Administrative,Product C,United States,USD,22865.81,22865.81,Actuals
2023,Q4,2023-10,OPEX,Headcount Expenses,Product C,United States,USD,106415.17,106415.17,Actuals
2023,Q4,2023-10,OPEX,IT Expenses,Product C,United States,USD,34091.03,34091.03,Actuals
2023,Q4,2023-10,OPEX,Marketing Expenses,Product C,United States,USD,19015.43,19015.43,Actuals
2023,Q4,2023-10,OPEX,R&D Expenses,Product C,United States,USD,80859.14,80859.14,Actuals
2023,Q4,2023-10,OPEX,Sales Expenses,Product C,United States,USD,36065.59,36065.59,Actuals
2023,Q4,2023-10,Other Income/Expenses,Foreign Exchange Gain/Loss,Product C,United States,USD,3130.47,3130.47,Actuals
2023,Q4,2023-10,Other Income/Expenses,Interest Expense,Product C,United States,USD,6024.42,6024.42,Actuals
2023,Q4,2023-10,Other Income/Expenses,Interest Income,Product C,United States,USD,1818.51,1818.51,Actuals
2023,Q4,2023-10,Cost of Goods Sold,Direct Labor,Product D,United States,USD,40611.26,40611.26,Actuals
2023,Q4,2023-10,Cost of Goods Sold,Direct Materials,Product D,United States,USD,89593.32,89593.32,Actuals
2023,Q4,2023-10,Cost of Goods Sold,Manufacturing Overhead,Product D,United States,USD,17597.93,17597.93,Actuals
2023,Q4,2023-10,Net Revenue,Gross Revenue,Product D,United States,USD,392658.89,392658.89,Actuals
2023,Q4,2023-10,Net Revenue,Returns and Refunds,Product D,United States,USD,-13378.29,-13378.29,Actuals
2023,Q4,2023-10,Net Revenue,Revenue Adjustment,Product D,United States,USD,-475.87,-475.87,Actuals
2023,Q4,2023-10,OPEX,General & Administrative,Product D,United States,USD,24361.96,24361.96,Actuals
2023,Q4,2023-10,OPEX,Headcount Expenses,Product D,United States,USD,61739.95,61739.95,Actuals
2023,Q4,2023-10,OPEX,IT Expenses,Product D,United States,USD,19076.53,19076.53,Actuals
2023,Q4,2023-10,OPEX,Marketing Expenses,Product D,United States,USD,37737.42,37737.42,Actuals
2023,Q4,2023-10,OPEX,R&D Expenses,Product D,United States,USD,41408.77,41408.77,Actuals
2023,Q4,2023-10,OPEX,Sales Expenses,Product D,United States,USD,28769.35,28769.35,Actuals
2023,Q4,2023-10,Other Income/Expenses,Foreign Exchange Gain/Loss,Product D,United States,USD,-2481.57,-2481.57,Actuals
2023,Q4,2023-10,Other Income/Expenses,Interest Expense,Product D,United States,USD,2479.06,2479.06,Actuals
2023,Q4,2023-10,Other Income/Expenses,Interest Income,Product D,United States,USD,2638.32,2638.32,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Direct Labor,Product A,Australia,AUD,38652.53,27056.77,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Direct Materials,Product A,Australia,AUD,96368.68,67458.08,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Manufacturing Overhead,Product A,Australia,AUD,18941.8,13259.26,Actuals
2023,Q4,2023-11,Net Revenue,Gross Revenue,Product A,Australia,AUD,238041.39,166628.97,Actuals
2023,Q4,2023-11,Net Revenue,Returns and Refunds,Product A,Australia,AUD,-6129.21,-4290.44,Actuals
2023,Q4,2023-11,Net Revenue,Revenue Adjustment,Product A,Australia,AUD,3211.37,2247.96,Actuals
2023,Q4,2023-11,OPEX,General & Administrative,Product A,Australia,AUD,17690.33,12383.23,Actuals
2023,Q4,2023-11,OPEX,Headcount Expenses,Product A,Australia,AUD,67047.02,46932.91,Actuals
2023,Q4,2023-11,OPEX,IT Expenses,Product A,Australia,AUD,24016.75,16811.73,Actuals
2023,Q4,2023-11,OPEX,Marketing Expenses,Product A,Australia,AUD,41342.07,28939.45,Actuals
2023,Q4,2023-11,OPEX,R&D Expenses,Product A,Australia,AUD,34706.09,24294.27,Actuals
2023,Q4,2023-11,OPEX,Sales Expenses,Product A,Australia,AUD,25517.16,17862.01,Actuals
2023,Q4,2023-11,Other Income/Expenses,Foreign Exchange Gain/Loss,Product A,Australia,AUD,3364.67,2355.27,Actuals
2023,Q4,2023-11,Other Income/Expenses,Interest Expense,Product A,Australia,AUD,4007.13,2804.99,Actuals
2023,Q4,2023-11,Other Income/Expenses,Interest Income,Product A,Australia,AUD,1654.81,1158.37,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Direct Labor,Product B,Australia,AUD,34344.7,24041.29,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Direct Materials,Product B,Australia,AUD,63984.4,44789.08,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Manufacturing Overhead,Product B,Australia,AUD,20351.68,14246.18,Actuals
2023,Q4,2023-11,Net Revenue,Gross Revenue,Product B,Australia,AUD,253168.22,177217.75,Actuals
2023,Q4,2023-11,Net Revenue,Returns and Refunds,Product B,Australia,AUD,-6113.86,-4279.7,Actuals
2023,Q4,2023-11,Net Revenue,Revenue Adjustment,Product B,Australia,AUD,2326.29,1628.4,Actuals
2023,Q4,2023-11,OPEX,General & Administrative,Product B,Australia,AUD,16284.26,11398.98,Actuals
2023,Q4,2023-11,OPEX,Headcount Expenses,Product B,Australia,AUD,61309.63,42916.74,Actuals
2023,Q4,2023-11,OPEX,IT Expenses,Product B,Australia,AUD,9486.78,6640.75,Actuals
2023,Q4,2023-11,OPEX,Marketing Expenses,Product B,Australia,AUD,24191.49,16934.04,Actuals
2023,Q4,2023-11,OPEX,R&D Expenses,Product B,Australia,AUD,34376.19,24063.33,Actuals
2023,Q4,2023-11,OPEX,Sales Expenses,Product B,Australia,AUD,22024.65,15417.26,Actuals
2023,Q4,2023-11,Other Income/Expenses,Foreign Exchange Gain/Loss,Product B,Australia,AUD,-2578.28,-1804.79,Actuals
2023,Q4,2023-11,Other Income/Expenses,Interest Expense,Product B,Australia,AUD,4048.54,2833.98,Actuals
2023,Q4,2023-11,Other Income/Expenses,Interest Income,Product B,Australia,AUD,1822.11,1275.48,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Direct Labor,Product C,Australia,AUD,20088.82,14062.17,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Direct Materials,Product C,Australia,AUD,47181.87,33027.31,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Manufacturing Overhead,Product C,Australia,AUD,12195.06,8536.54,Actuals
2023,Q4,2023-11,Net Revenue,Gross Revenue,Product C,Australia,AUD,231940.48,162358.34,Actuals
2023,Q4,2023-11,Net Revenue,Returns and Refunds,Product C,Australia,AUD,-6097.68,-4268.38,Actuals
2023,Q4,2023-11,Net Revenue,Revenue Adjustment,Product C,Australia,AUD,735.0,514.5,Actuals
2023,Q4,2023-11,OPEX,General & Administrative,Product C,Australia,AUD,19014.28,13310.0,Actuals
2023,Q4,2023-11,OPEX,Headcount Expenses,Product C,Australia,AUD,42388.22,29671.76,Actuals
2023,Q4,2023-11,OPEX,IT Expenses,Product C,Australia,AUD,12593.93,8815.75,Actuals
2023,Q4,2023-11,OPEX,Marketing Expenses,Product C,Australia,AUD,20007.55,14005.29,Actuals
2023,Q4,2023-11,OPEX,R&D Expenses,Product C,Australia,AUD,24690.87,17283.61,Actuals
2023,Q4,2023-11,OPEX,Sales Expenses,Product C,Australia,AUD,17949.31,12564.52,Actuals
2023,Q4,2023-11,Other Income/Expenses,Foreign Exchange Gain/Loss,Product C,Australia,AUD,2059.1,1441.37,Actuals
2023,Q4,2023-11,Other Income/Expenses,Interest Expense,Product C,Australia,AUD,2961.88,2073.31,Actuals
2023,Q4,2023-11,Other Income/Expenses,Interest Income,Product C,Australia,AUD,1418.6,993.02,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Direct Labor,Product D,Australia,AUD,16282.66,11397.86,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Direct Materials,Product D,Australia,AUD,33882.04,23717.43,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Manufacturing Overhead,Product D,Australia,AUD,9369.68,6558.78,Actuals
2023,Q4,2023-11,Net Revenue,Gross Revenue,Product D,Australia,AUD,153377.4,107364.18,Actuals
2023,Q4,2023-11,Net Revenue,Returns and Refunds,Product D,Australia,AUD,-6180.44,-4326.31,Actuals
2023,Q4,2023-11,Net Revenue,Revenue Adjustment,Product D,Australia,AUD,867.06,606.94,Actuals
2023,Q4,2023-11,OPEX,General & Administrative,Product D,Australia,AUD,7778.74,5445.12,Actuals
2023,Q4,2023-11,OPEX,Headcount Expenses,Product D,Australia,AUD,33474.28,23432.0,Actuals
2023,Q4,2023-11,OPEX,IT Expenses,Product D,Australia,AUD,6990.15,4893.11,Actuals
2023,Q4,2023-11,OPEX,Marketing Expenses,Product D,Australia,AUD,19247.01,13472.91,Actuals
2023,Q4,2023-11,OPEX,R&D Expenses,Product D,Australia,AUD,21788.75,15252.13,Actuals
2023,Q4,2023-11,OPEX,Sales Expenses,Product D,Australia,AUD,13302.73,9311.91,Actuals
2023,Q4,2023-11,Other Income/Expenses,Foreign Exchange Gain/Loss,Product D,Australia,AUD,6.48,4.53,Actuals
2023,Q4,2023-11,Other Income/Expenses,Interest Expense,Product D,Australia,AUD,1653.04,1157.13,Actuals
2023,Q4,2023-11,Other Income/Expenses,Interest Income,Product D,Australia,AUD,499.36,349.55,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Direct Labor,Product A,Canada,CAD,46807.91,35105.93,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Direct Materials,Product A,Canada,CAD,112709.56,84532.17,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Manufacturing Overhead,Product A,Canada,CAD,19356.71,14517.53,Actuals
2023,Q4,2023-11,Net Revenue,Gross Revenue,Product A,Canada,CAD,468438.84,351329.13,Actuals
2023,Q4,2023-11,Net Revenue,Returns and Refunds,Product A,Canada,CAD,-14349.65,-10762.24,Actuals
2023,Q4,2023-11,Net Revenue,Revenue Adjustment,Product A,Canada,CAD,2500.34,1875.26,Actuals
2023,Q4,2023-11,OPEX,General & Administrative,Product A,Canada,CAD,30140.7,22605.53,Actuals
2023,Q4,2023-11,OPEX,Headcount Expenses,Product A,Canada,CAD,108471.01,81353.26,Actuals
2023,Q4,2023-11,OPEX,IT Expenses,Product A,Canada,CAD,29538.44,22153.83,Actuals
2023,Q4,2023-11,OPEX,Marketing Expenses,Product A,Canada,CAD,27401.47,20551.11,Actuals
2023,Q4,2023-11,OPEX,R&D Expenses,Product A,Canada,CAD,36775.05,27581.29,Actuals
2023,Q4,2023-11,OPEX,Sales Expenses,Product A,Canada,CAD,32174.32,24130.74,Actuals
2023,Q4,2023-11,Other Income/Expenses,Foreign Exchange Gain/Loss,Product A,Canada,CAD,3441.85,2581.39,Actuals
2023,Q4,2023-11,Other Income/Expenses,Interest Expense,Product A,Canada,CAD,5748.93,4311.69,Actuals
2023,Q4,2023-11,Other Income/Expenses,Interest Income,Product A,Canada,CAD,2848.71,2136.54,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Direct Labor,Product B,Canada,CAD,35909.4,26932.05,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Direct Materials,Product B,Canada,CAD,103313.28,77484.96,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Manufacturing Overhead,Product B,Canada,CAD,26643.08,19982.31,Actuals
2023,Q4,2023-11,Net Revenue,Gross Revenue,Product B,Canada,CAD,353409.06,265056.8,Actuals
2023,Q4,2023-11,Net Revenue,Returns and Refunds,Product B,Canada,CAD,-15365.81,-11524.35,Actuals
2023,Q4,2023-11,Net Revenue,Revenue Adjustment,Product B,Canada,CAD,1678.92,1259.19,Actuals
2023,Q4,2023-11,OPEX,General & Administrative,Product B,Canada,CAD,17130.96,12848.22,Actuals
2023,Q4,2023-11,OPEX,Headcount Expenses,Product B,Canada,CAD,91884.26,68913.19,Actuals
2023,Q4,2023-11,OPEX,IT Expenses,Product B,Canada,CAD,15456.46,11592.34,Actuals
2023,Q4,2023-11,OPEX,Marketing Expenses,Product B,Canada,CAD,38878.75,29159.06,Actuals
2023,Q4,2023-11,OPEX,R&D Expenses,Product B,Canada,CAD,43963.83,32972.88,Actuals
2023,Q4,2023-11,OPEX,Sales Expenses,Product B,Canada,CAD,31752.56,23814.42,Actuals
2023,Q4,2023-11,Other Income/Expenses,Foreign Exchange Gain/Loss,Product B,Canada,CAD,-2278.88,-1709.16,Actuals
2023,Q4,2023-11,Other Income/Expenses,Interest Expense,Product B,Canada,CAD,6169.96,4627.47,Actuals
2023,Q4,2023-11,Other Income/Expenses,Interest Income,Product B,Canada,CAD,2175.52,1631.64,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Direct Labor,Product C,Canada,CAD,33951.28,25463.46,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Direct Materials,Product C,Canada,CAD,70648.01,52986.01,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Manufacturing Overhead,Product C,Canada,CAD,18916.84,14187.63,Actuals
2023,Q4,2023-11,Net Revenue,Gross Revenue,Product C,Canada,CAD,323734.02,242800.51,Actuals
2023,Q4,2023-11,Net Revenue,Returns and Refunds,Product C,Canada,CAD,-8216.67,-6162.51,Actuals
2023,Q4,2023-11,Net Revenue,Revenue Adjustment,Product C,Canada,CAD,650.64,487.98,Actuals
2023,Q4,2023-11,OPEX,General & Administrative,Product C,Canada,CAD,10957.37,8218.03,Actuals
2023,Q4,2023-11,OPEX,Headcount Expenses,Product C,Canada,CAD,69766.2,52324.65,Actuals
2023,Q4,2023-11,OPEX,IT Expenses,Product C,Canada,CAD,9305.83,6979.37,Actuals
2023,Q4,2023-11,OPEX,Marketing Expenses,Product C,Canada,CAD,31420.64,23565.48,Actuals
2023,Q4,2023-11,OPEX,R&D Expenses,Product C,Canada,CAD,30327.84,22745.88,Actuals
2023,Q4,2023-11,OPEX,Sales Expenses,Product C,Canada,CAD,25198.38,18898.79,Actuals
2023,Q4,2023-11,Other Income/Expenses,Foreign Exchange Gain/Loss,Product C,Canada,CAD,-2272.16,-1704.12,Actuals
2023,Q4,2023-11,Other Income/Expenses,Interest Expense,Product C,Canada,CAD,1854.49,1390.87,Actuals
2023,Q4,2023-11,Other Income/Expenses,Interest Income,Product C,Canada,CAD,1028.89,771.67,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Direct Labor,Product D,Canada,CAD,16971.73,12728.8,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Direct Materials,Product D,Canada,CAD,58406.6,43804.95,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Manufacturing Overhead,Product D,Canada,CAD,11809.26,8856.94,Actuals
2023,Q4,2023-11,Net Revenue,Gross Revenue,Product D,Canada,CAD,180619.7,135464.78,Actuals
2023,Q4,2023-11,Net Revenue,Returns and Refunds,Product D,Canada,CAD,-9125.74,-6844.3,Actuals
2023,Q4,2023-11,Net Revenue,Revenue Adjustment,Product D,Canada,CAD,1330.49,997.87,Actuals
2023,Q4,2023-11,OPEX,General & Administrative,Product D,Canada,CAD,14131.65,10598.74,Actuals
2023,Q4,2023-11,OPEX,Headcount Expenses,Product D,Canada,CAD,38468.7,28851.53,Actuals
2023,Q4,2023-11,OPEX,IT Expenses,Product D,Canada,CAD,12454.71,9341.03,Actuals
2023,Q4,2023-11,OPEX,Marketing Expenses,Product D,Canada,CAD,13907.9,10430.92,Actuals
2023,Q4,2023-11,OPEX,R&D Expenses,Product D,Canada,CAD,20060.05,15045.04,Actuals
2023,Q4,2023-11,OPEX,Sales Expenses,Product D,Canada,CAD,14247.69,10685.77,Actuals
2023,Q4,2023-11,Other Income/Expenses,Foreign Exchange Gain/Loss,Product D,Canada,CAD,381.94,286.45,Actuals
2023,Q4,2023-11,Other Income/Expenses,Interest Expense,Product D,Canada,CAD,2642.75,1982.06,Actuals
2023,Q4,2023-11,Other Income/Expenses,Interest Income,Product D,Canada,CAD,1377.49,1033.12,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Direct Labor,Product A,Germany,EUR,72811.33,80092.47,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Direct Materials,Product A,Germany,EUR,175246.89,192771.58,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Manufacturing Overhead,Product A,Germany,EUR,35376.4,38914.04,Actuals
2023,Q4,2023-11,Net Revenue,Gross Revenue,Product A,Germany,EUR,605502.78,666053.06,Actuals
2023,Q4,2023-11,Net Revenue,Returns and Refunds,Product A,Germany,EUR,-28314.62,-31146.09,Actuals
2023,Q4,2023-11,Net Revenue,Revenue Adjustment,Product A,Germany,EUR,2138.94,2352.83,Actuals
2023,Q4,2023-11,OPEX,General & Administrative,Product A,Germany,EUR,40533.31,44586.64,Actuals
2023,Q4,2023-11,OPEX,Headcount Expenses,Product A,Germany,EUR,91755.36,100930.9,Actuals
2023,Q4,2023-11,OPEX,IT Expenses,Product A,Germany,EUR,21121.62,23233.78,Actuals
2023,Q4,2023-11,OPEX,Marketing Expenses,Product A,Germany,EUR,54795.04,60274.54,Actuals
2023,Q4,2023-11,OPEX,R&D Expenses,Product A,Germany,EUR,58877.74,64765.52,Actuals
2023,Q4,2023-11,OPEX,Sales Expenses,Product A,Germany,EUR,52563.07,57819.37,Actuals
2023,Q4,2023-11,Other Income/Expenses,Foreign Exchange Gain/Loss,Product A,Germany,EUR,-2762.73,-3039.0,Actuals
2023,Q4,2023-11,Other Income/Expenses,Interest Expense,Product A,Germany,EUR,7368.73,8105.6,Actuals
2023,Q4,2023-11,Other Income/Expenses,Interest Income,Product A,Germany,EUR,4377.88,4815.67,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Direct Labor,Product B,Germany,EUR,56091.59,61700.75,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Direct Materials,Product B,Germany,EUR,154380.66,169818.73,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Manufacturing Overhead,Product B,Germany,EUR,20157.37,22173.1,Actuals
2023,Q4,2023-11,Net Revenue,Gross Revenue,Product B,Germany,EUR,510781.36,561859.5,Actuals
2023,Q4,2023-11,Net Revenue,Returns and Refunds,Product B,Germany,EUR,-22615.6,-24877.16,Actuals
2023,Q4,2023-11,Net Revenue,Revenue Adjustment,Product B,Germany,EUR,-1837.43,-2021.17,Actuals
2023,Q4,2023-11,OPEX,General & Administrative,Product B,Germany,EUR,25775.13,28352.65,Actuals
2023,Q4,2023-11,OPEX,Headcount Expenses,Product B,Germany,EUR,97064.0,106770.4,Actuals
2023,Q4,2023-11,OPEX,IT Expenses,Product B,Germany,EUR,17464.99,19211.48,Actuals
2023,Q4,2023-11,OPEX,Marketing Expenses,Product B,Germany,EUR,28011.0,30812.1,Actuals
2023,Q4,2023-11,OPEX,R&D Expenses,Product B,Germany,EUR,84504.46,92954.9,Actuals
2023,Q4,2023-11,OPEX,Sales Expenses,Product B,Germany,EUR,43481.37,47829.51,Actuals
2023,Q4,2023-11,Other Income/Expenses,Foreign Exchange Gain/Loss,Product B,Germany,EUR,1561.15,1717.26,Actuals
2023,Q4,2023-11,Other Income/Expenses,Interest Expense,Product B,Germany,EUR,9436.59,10380.25,Actuals
2023,Q4,2023-11,Other Income/Expenses,Interest Income,Product B,Germany,EUR,2052.77,2258.05,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Direct Labor,Product C,Germany,EUR,51232.6,56355.86,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Direct Materials,Product C,Germany,EUR,89062.49,97968.74,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Manufacturing Overhead,Product C,Germany,EUR,37636.51,41400.16,Actuals
2023,Q4,2023-11,Net Revenue,Gross Revenue,Product C,Germany,EUR,404417.08,444858.79,Actuals
2023,Q4,2023-11,Net Revenue,Returns and Refunds,Product C,Germany,EUR,-19612.15,-21573.36,Actuals
2023,Q4,2023-11,Net Revenue,Revenue Adjustment,Product C,Germany,EUR,568.73,625.6,Actuals
2023,Q4,2023-11,OPEX,General & Administrative,Product C,Germany,EUR,25196.82,27716.5,Actuals
2023,Q4,2023-11,OPEX,Headcount Expenses,Product C,Germany,EUR,76048.65,83653.51,Actuals
2023,Q4,2023-11,OPEX,IT Expenses,Product C,Germany,EUR,13417.75,14759.52,Actuals
2023,Q4,2023-11,OPEX,Marketing Expenses,Product C,Germany,EUR,25436.77,27980.45,Actuals
2023,Q4,2023-11,OPEX,R&D Expenses,Product C,Germany,EUR,61885.87,68074.45,Actuals
2023,Q4,2023-11,OPEX,Sales Expenses,Product C,Germany,EUR,30198.73,33218.6,Actuals
2023,Q4,2023-11,Other Income/Expenses,Foreign Exchange Gain/Loss,Product C,Germany,EUR,4959.24,5455.17,Actuals
2023,Q4,2023-11,Other Income/Expenses,Interest Expense,Product C,Germany,EUR,5773.76,6351.14,Actuals
2023,Q4,2023-11,Other Income/Expenses,Interest Income,Product C,Germany,EUR,3373.39,3710.73,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Direct Labor,Product D,Germany,EUR,24790.16,27269.17,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Direct Materials,Product D,Germany,EUR,72492.28,79741.51,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Manufacturing Overhead,Product D,Germany,EUR,24507.08,26957.78,Actuals
2023,Q4,2023-11,Net Revenue,Gross Revenue,Product D,Germany,EUR,337943.82,371738.21,Actuals
2023,Q4,2023-11,Net Revenue,Returns and Refunds,Product D,Germany,EUR,-8202.04,-9022.24,Actuals
2023,Q4,2023-11,Net Revenue,Revenue Adjustment,Product D,Germany,EUR,363.11,399.42,Actuals
2023,Q4,2023-11,OPEX,General & Administrative,Product D,Germany,EUR,12421.19,13663.31,Actuals
2023,Q4,2023-11,OPEX,Headcount Expenses,Product D,Germany,EUR,86105.0,94715.5,Actuals
2023,Q4,2023-11,OPEX,IT Expenses,Product D,Germany,EUR,16181.27,17799.39,Actuals
2023,Q4,2023-11,OPEX,Marketing Expenses,Product D,Germany,EUR,17923.67,19716.03,Actuals
2023,Q4,2023-11,OPEX,R&D Expenses,Product D,Germany,EUR,36782.78,40461.06,Actuals
2023,Q4,2023-11,OPEX,Sales Expenses,Product D,Germany,EUR,26401.97,29042.17,Actuals
2023,Q4,2023-11,Other Income/Expenses,Foreign Exchange Gain/Loss,Product D,Germany,EUR,-2433.43,-2676.77,Actuals
2023,Q4,2023-11,Other Income/Expenses,Interest Expense,Product D,Germany,EUR,2110.22,2321.24,Actuals
2023,Q4,2023-11,Other Income/Expenses,Interest Income,Product D,Germany,EUR,1492.26,1641.49,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Direct Labor,Product A,Japan,JPY,52441.46,471.97,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Direct Materials,Product A,Japan,JPY,123732.01,1113.59,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Manufacturing Overhead,Product A,Japan,JPY,28289.24,254.6,Actuals
2023,Q4,2023-11,Net Revenue,Gross Revenue,Product A,Japan,JPY,588330.81,5294.98,Actuals
2023,Q4,2023-11,Net Revenue,Returns and Refunds,Product A,Japan,JPY,-13846.03,-124.61,Actuals
2023,Q4,2023-11,Net Revenue,Revenue Adjustment,Product A,Japan,JPY,2643.91,23.8,Actuals
2023,Q4,2023-11,OPEX,General & Administrative,Product A,Japan,JPY,29366.59,264.3,Actuals
2023,Q4,2023-11,OPEX,Headcount Expenses,Product A,Japan,JPY,150179.8,1351.62,Actuals
2023,Q4,2023-11,OPEX,IT Expenses,Product A,Japan,JPY,16996.93,152.97,Actuals
2023,Q4,2023-11,OPEX,Marketing Expenses,Product A,Japan,JPY,29314.05,263.83,Actuals
2023,Q4,2023-11,OPEX,R&D Expenses,Product A,Japan,JPY,63443.31,570.99,Actuals
2023,Q4,2023-11,OPEX,Sales Expenses,Product A,Japan,JPY,35099.29,315.89,Actuals
2023,Q4,2023-11,Other Income/Expenses,Foreign Exchange Gain/Loss,Product A,Japan,JPY,-4348.92,-39.14,Actuals
2023,Q4,2023-11,Other Income/Expenses,Interest Expense,Product A,Japan,JPY,3054.19,27.49,Actuals
2023,Q4,2023-11,Other Income/Expenses,Interest Income,Product A,Japan,JPY,2003.68,18.03,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Direct Labor,Product B,Japan,JPY,41058.81,369.53,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Direct Materials,Product B,Japan,JPY,102738.62,924.65,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Manufacturing Overhead,Product B,Japan,JPY,20399.94,183.6,Actuals
2023,Q4,2023-11,Net Revenue,Gross Revenue,Product B,Japan,JPY,303330.77,2729.98,Actuals
2023,Q4,2023-11,Net Revenue,Returns and Refunds,Product B,Japan,JPY,-8954.0,-80.59,Actuals
2023,Q4,2023-11,Net Revenue,Revenue Adjustment,Product B,Japan,JPY,3141.89,28.28,Actuals
2023,Q4,2023-11,OPEX,General & Administrative,Product B,Japan,JPY,22860.23,205.74,Actuals
2023,Q4,2023-11,OPEX,Headcount Expenses,Product B,Japan,JPY,75687.68,681.19,Actuals
2023,Q4,2023-11,OPEX,IT Expenses,Product B,Japan,JPY,10534.04,94.81,Actuals
2023,Q4,2023-11,OPEX,Marketing Expenses,Product B,Japan,JPY,15445.37,139.01,Actuals
2023,Q4,2023-11,OPEX,R&D Expenses,Product B,Japan,JPY,54300.46,488.7,Actuals
2023,Q4,2023-11,OPEX,Sales Expenses,Product B,Japan,JPY,28194.22,253.75,Actuals
2023,Q4,2023-11,Other Income/Expenses,Foreign Exchange Gain/Loss,Product B,Japan,JPY,-2013.22,-18.12,Actuals
2023,Q4,2023-11,Other Income/Expenses,Interest Expense,Product B,Japan,JPY,4331.58,38.98,Actuals
2023,Q4,2023-11,Other Income/Expenses,Interest Income,Product B,Japan,JPY,1305.19,11.75,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Direct Labor,Product C,Japan,JPY,38897.23,350.08,Actuals
2023,Q4,2023-11,Cost of Goods Sold,Direct Materials,Product C,Japan,JPY,96915.45,872.24,Actuals
